Year,SiteName,TripNo,MonthYear,SiteGrid,Species,AvgOfCover,AvgOfFL,AvgOfSeed,dead/alive
1996,Main Camp,40,Nov.96,MC8,Eremophila spp,1,0,0,Alive
1996,Main Camp,40,Nov.96,MC8,Goodenia cycloptera,1,0,1,Alive
1996,Main Camp,40,Nov.96,MC8,Grevillea stenobotrya,3,0,0,Alive
1996,Main Camp,40,Nov.96,MC8,Haloragis gossei,2,0,0,Alive
1996,Main Camp,40,Nov.96,MC8,Helipterum floribundum,1,2,0,Alive
1996,Main Camp,40,Nov.96,MC8,Ptilotus polystachyus,1,0,0,Alive
1996,Main Camp,40,Nov.96,MC8,Scaveola parviflora,5,0,0,Alive
1996,Main Camp,40,Nov.96,MC8,Sida fibulifera,3.5,1,0,Alive
1996,Main Camp,40,Nov.96,MC8,Tephrosea rosea,4,0,0,Alive
1996,Main Camp,40,Nov.96,MC8,Trachymene glaucifolia,1,0,1.333333333,Alive
1996,Main Camp,40,Nov.96,MC8,Triodia basedowii,32,0,0,Alive
1996,Main Camp,40,Nov.96,MC8,Zygochloa paradoxa,1,0,0,Alive
1996,Main Camp,40,Nov.96,MC9,Acacia bivenosa,2,0,0,Alive
1996,Main Camp,40,Nov.96,MC9,Acacia cambagei,5,0,0,Alive
1996,Main Camp,40,Nov.96,MC9,Aristida contorta,1.8,0.2,0,Alive
1996,Main Camp,40,Nov.96,MC9,Calandrinia balonensis,1,0,0.4,Alive
1996,Main Camp,40,Nov.96,MC9,Calocephalus platycephalus,1,3,0,Alive
1996,Main Camp,40,Nov.96,MC9,Crotalaria eremaea,1,0,0,Alive
1996,Main Camp,40,Nov.96,MC9,Einadia nutans,1,0,0,Alive
1996,Main Camp,40,Nov.96,MC9,Goodenia cycloptera,1,0,0.666666667,Alive
1996,Main Camp,40,Nov.96,MC9,Grevillea stenobotrya,4,0,0,Alive
1996,Main Camp,40,Nov.96,MC9,Haloragis gossei,1,2,0,Alive
1996,Main Camp,40,Nov.96,MC9,Helipterum floribundum,1,0,3,Alive
1996,Main Camp,40,Nov.96,MC9,Ptilotus polystachyus,1,0,0.333333333,Alive
1996,Main Camp,40,Nov.96,MC9,Salsola kali,1,0,0,Alive
1996,Main Camp,40,Nov.96,MC9,Sida fibulifera,1.666666667,0.333333333,0,Alive
1996,Main Camp,40,Nov.96,MC9,Tephrosea rosea,1,0,0,Alive
1996,Main Camp,40,Nov.96,MC9,Trachymene glaucifolia,1.2,0,1.8,Alive
1996,Main Camp,40,Nov.96,MC9,Triodia basedowii,30,0,0,Alive
1997,Main Camp,41,Apr.97,MC0,Aristida contorta,2.333333333,0,3.833333333,Alive
1997,Main Camp,41,Apr.97,MC0,Grevillea stenobotrya,3,0,0,Alive
1997,Main Camp,41,Apr.97,MC0,Scaveola spp,4.333333333,0,0,Alive
1997,Main Camp,41,Apr.97,MC0,Sida spp,2,1,0,Alive
1997,Main Camp,41,Apr.97,MC0,Triodia basedowii,17.66666667,0,0.666666667,Alive
1997,Main Camp,41,Apr.97,MC0,Unknown annual L,1,0,2,Alive
1997,Main Camp,41,Apr.97,MC0,Unknown grass A,5.5,0,0,Alive
1997,Main Camp,41,Apr.97,MC0,Unknown grass B,3.25,0,1,Alive
1997,Main Camp,41,Apr.97,MC0,Unknown grass C,1.666666667,0,3.166666667,Alive
1997,Main Camp,41,Apr.97,MC0,Unknown grass D,2,0,1,Alive
1997,Main Camp,41,Apr.97,MC0,Unknown grass E,2,0,3,Alive
1997,Main Camp,41,Apr.97,MC0,Unknown grass F,1.333333333,0,3.666666667,Alive
1997,Main Camp,41,Apr.97,MC0,Unknown grass G,3,0,5,Alive
1997,Main Camp,41,Apr.97,MC0,Unknown succulent I,2,0,0,Alive
1997,Main Camp,41,Apr.97,MC0,Unknown succulent J,1,0,4.5,Alive
1997,Main Camp,41,Apr.97,MC0,Unknown succulent K,1,5,0,Alive
1997,Main Camp,41,Apr.97,MC1,Aristida contorta,3.4,0,2.4,Alive
1997,Main Camp,41,Apr.97,MC1,Calandrinia balonensis,1.5,1,2,Alive
1997,Main Camp,41,Apr.97,MC1,Eremophila longifolia,25,0,0,Alive
1997,Main Camp,41,Apr.97,MC1,Euphorbia tannensis,1,0,0,Alive
1997,Main Camp,41,Apr.97,MC1,Grevillea stenobotrya,17,0,0,Alive
1997,Main Camp,41,Apr.97,MC1,Scaveola spp,6,0,0,Alive
1997,Main Camp,41,Apr.97,MC1,Sida spp,4,0,0.5,Alive
1997,Main Camp,41,Apr.97,MC1,Swainsona microphylla,1,0,0,Alive
1997,Main Camp,41,Apr.97,MC1,Triodia basedowii,32.16666667,0,0.666666667,Alive
1997,Main Camp,41,Apr.97,MC1,Unknown annual L,1,0,1,Alive
1997,Main Camp,41,Apr.97,MC1,Unknown annual M,1,2,0,Alive
1997,Main Camp,41,Apr.97,MC1,Unknown annual N,1,0,0,Alive
1997,Main Camp,41,Apr.97,MC1,Unknown annual O,1,5,2,Alive
1997,Main Camp,41,Apr.97,MC1,Unknown annual P,1,1,2.5,Alive
1997,Main Camp,41,Apr.97,MC1,Unknown annual Q,2,0,0,Alive
1997,Main Camp,41,Apr.97,MC1,Unknown grass A,1,0,0,Alive
1997,Main Camp,41,Apr.97,MC1,Unknown grass B,5.75,0,1,Alive
1997,Main Camp,41,Apr.97,MC1,Unknown grass C,2.5,0,1.666666667,Alive
1997,Main Camp,41,Apr.97,MC1,Unknown grass D,1,0,0,Alive
1997,Main Camp,41,Apr.97,MC1,Unknown grass F,1,0,5,Alive
1997,Main Camp,41,Apr.97,MC1,Unknown grass G,1,0,1,Alive
1997,Main Camp,41,Apr.97,MC1,Unknown succulent J,1,0,5,Alive
1997,Main Camp,41,Apr.97,MC1,yellow slipper flower,1,0,0,Alive
1997,Main Camp,41,Apr.97,MC4,Acacia ligulata,5,0,0,Alive
1997,Main Camp,41,Apr.97,MC4,Aristida contorta,8.166666667,0.166666667,2.666666667,Alive
1997,Main Camp,41,Apr.97,MC4,Atalaya hemiglauca,25,0,0,Alive
1997,Main Camp,41,Apr.97,MC4,Calandrinia balonensis,2.666666667,2,2,Alive
1997,Main Camp,41,Apr.97,MC4,Euphorbia tannensis,2,0,0,Alive
1997,Main Camp,41,Apr.97,MC4,Grevillea stenobotrya,15,0,0,Alive
1997,Main Camp,41,Apr.97,MC4,Scaveola spp,7,0,0,Alive
1997,Main Camp,41,Apr.97,MC4,Sida spp,5,2,0,Alive
1997,Main Camp,41,Apr.97,MC4,Tephrosea rosea,5,0,0,Alive
1997,Main Camp,41,Apr.97,MC4,Triodia basedowii,22.16666667,0,1.166666667,Alive
1997,Main Camp,41,Apr.97,MC4,Triumfetta winneckeana,2,0,0,Alive
1997,Main Camp,41,Apr.97,MC4,Unknown grass B,2,0,1.75,Alive
1997,Main Camp,41,Apr.97,MC4,Unknown grass C,2.166666667,0,1.333333333,Alive
1997,Main Camp,41,Apr.97,MC4,Unknown O,2,4,0,Alive
1997,Main Camp,41,Apr.97,MC4,Unknown Q,2,4,0,Alive
1997,Main Camp,41,Apr.97,MC4,Unknown sida-like annual,1,0,0,Alive
1997,Main Camp,41,Apr.97,MC4,Unknown sp M,2,2,1,Alive
1997,Main Camp,41,Apr.97,MC4,Zygochloa paradoxa,7,0,4,Alive
1997,Main Camp,43,Jun.97,MC1,Aristida contorta,2,0,5,Alive
1997,Main Camp,43,Jun.97,MC1,Grass A,3.666666667,0,5,Alive
1997,Main Camp,43,Jun.97,MC1,Grevillea spp,10,0,0,Alive
1997,Main Camp,43,Jun.97,MC1,Scaveola depauperata,5,0,0,Alive
1997,Main Camp,43,Jun.97,MC1,Sp D,5,0,0,Alive
1997,Main Camp,43,Jun.97,MC1,Sp Q,3,0,3,Alive
1997,Main Camp,43,Jun.97,MC1,Sp Y,10,0,0,Alive
1997,Main Camp,43,Jun.97,MC1,Triodia basedowii (alive),25.83333333,0,2.5,Alive
1997,Main Camp,43,Jun.97,MC2,Aristida contorta,7.833333333,0,4.5,Alive
1997,Main Camp,43,Jun.97,MC2,Euphorbia spp,1,3,0,Alive
1997,Main Camp,43,Jun.97,MC2,Grass A,4.25,0,4.75,Alive
1997,Main Camp,43,Jun.97,MC2,Grevillea spp,9,0,0,Alive
1997,Main Camp,43,Jun.97,MC2,Sp D,5,0,0,Alive
1997,Main Camp,43,Jun.97,MC2,Sp P,1,0,2,Alive
1997,Main Camp,43,Jun.97,MC2,Sp Q,3,0,4,Alive
1997,Main Camp,43,Jun.97,MC2,Trianthema pilosa,1,0,5,Alive
1997,Main Camp,43,Jun.97,MC2,Triodia basedowii (alive),25.83333333,0,3.833333333,Alive
1997,Main Camp,43,Jun.97,MC4,Acacia 1,5,0,0,Alive
1997,Main Camp,43,Jun.97,MC4,Aristida contorta,4.666666667,0,3.666666667,Alive
1997,Main Camp,43,Jun.97,MC4,Calandrinia balonensis,1,5,0,Alive
1997,Main Camp,43,Jun.97,MC4,Euphorbia spp,5,5,0,Alive
1997,Main Camp,43,Jun.97,MC4,Grass A,2,0,5,Alive
1997,Main Camp,43,Jun.97,MC4,Grevillea spp,10,0,0,Alive
1997,Main Camp,43,Jun.97,MC4,Sp AQ,10,0,0,Alive
1997,Main Camp,43,Jun.97,MC4,Sp CE,10,0,0,Alive
1997,Main Camp,43,Jun.97,MC4,Sp I,5,0,0,Alive
1997,Main Camp,43,Jun.97,MC4,Sp P,10,0,3,Alive
1997,Main Camp,43,Jun.97,MC4,Sp Q,2,0,3.5,Alive
1997,Main Camp,43,Jun.97,MC4,Triodia basedowii (alive),37,0,3.4,Alive
1997,Main Camp,43,Jun.97,MC8,Acacia 1,5,0,0,Alive
1997,Main Camp,43,Jun.97,MC8,Aristida contorta,2.333333333,0,3.666666667,Alive
1997,Main Camp,43,Jun.97,MC8,Euphorbia spp,1,2,1,Alive
1997,Main Camp,43,Jun.97,MC8,Grass A,5,0,5,Alive
1997,Main Camp,43,Jun.97,MC8,Sp D,5,0,0,Alive
1997,Main Camp,43,Jun.97,MC8,Sp P,5,0,3,Alive
1997,Main Camp,43,Jun.97,MC8,Sp Q,5,0,2,Alive
1997,Main Camp,43,Jun.97,MC8,Sp T,5,0,0,Alive
1997,Main Camp,43,Jun.97,MC8,Triodia basedowii (alive),41,0,3.2,Alive
1997,Main Camp,43,Jun.97,MCF,Aristida contorta,5.5,0,4,Alive
1997,Main Camp,43,Jun.97,MCF,Euphorbia spp,1,2,4,Alive
1997,Main Camp,43,Jun.97,MCF,Grass A,5,0,5,Alive
1997,Main Camp,43,Jun.97,MCF,Sp AO,1,0,5,Alive
1997,Main Camp,43,Jun.97,MCF,Sp CE,1,2,3,Alive
1997,Main Camp,43,Jun.97,MCF,Sp D,10,0,0,Alive
1997,Main Camp,43,Jun.97,MCF,Sp P,10,0,2,Alive
1997,Main Camp,43,Jun.97,MCF,Sp Q,10,0,5,Alive
1997,Main Camp,43,Jun.97,MCF,Sp T,5,0,0,Alive
1997,Main Camp,43,Jun.97,MCF,Triodia basedowii (alive),31.66666667,0,3.333333333,Alive
1997,Main Camp,47,Oct.97,MC0,Aristida contorta,2.5,0,2.5,Alive
1997,Main Camp,47,Oct.97,MC0,Eragrostis eriopoda,1,0,4,Alive
1997,Main Camp,47,Oct.97,MC0,Grevillea stenobotrya,5,0,0,Alive
1997,Main Camp,47,Oct.97,MC0,Oldenlandia pterospora,1,0,0,Alive
1997,Main Camp,47,Oct.97,MC0,Scaveola depauperata,7.5,0,0,Alive
1997,Main Camp,47,Oct.97,MC0,Sclerolaena 1,5,0,0,Alive
1997,Main Camp,47,Oct.97,MC0,Solanum petrophilum,5,0,0,Alive
1997,Main Camp,47,Oct.97,MC0,Triodia basedowii,30,0,0.333333333,Alive
1997,Main Camp,47,Oct.97,MC0,Unknown,5,0,0,Alive
1997,Main Camp,47,Oct.97,MC1,Aristida contorta,5.333333333,0,1.666666667,Alive
1997,Main Camp,47,Oct.97,MC1,Eremophila longifolia,15,0,0,Alive
1997,Main Camp,47,Oct.97,MC1,Grevillea stenobotrya,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC1,Scaveola depauperata,15,0,0,Alive
1997,Main Camp,47,Oct.97,MC1,Sida fibulifera,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC1,Trianthema pilosa,1,0,0,Alive
1997,Main Camp,47,Oct.97,MC1,Triodia basedowii,27.5,0,0,Alive
1997,Main Camp,47,Oct.97,MC10,Acacia ligulata,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC10,Acacia melleodora,20,0,0,Alive
1997,Main Camp,47,Oct.97,MC10,Aristida contorta,4.6,0,0.4,Alive
1997,Main Camp,47,Oct.97,MC10,Eriachne aristidea,5,0,0,Alive
1997,Main Camp,47,Oct.97,MC10,Grevillea stenobotrya,18.33333333,0,0,Alive
1997,Main Camp,47,Oct.97,MC10,Hibiscus krichauffianus,10,0,2,Alive
1997,Main Camp,47,Oct.97,MC10,Sida fibulifera,5,0,0,Alive
1997,Main Camp,47,Oct.97,MC10,Trianthema pilosa,3,0,1,Alive
1997,Main Camp,47,Oct.97,MC10,Triodia basedowii,31.66666667,0,0.166666667,Alive
1997,Main Camp,47,Oct.97,MC10,Yakirra australiensis,2,0,0.5,Alive
1997,Main Camp,47,Oct.97,MC2,Acacia ligulata,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC2,Aristida contorta,7.75,0,1.5,Alive
1997,Main Camp,47,Oct.97,MC2,Eremophila longifolia,5,0,0,Alive
1997,Main Camp,47,Oct.97,MC2,Euphorbia drummondii,1,0,1,Alive
1997,Main Camp,47,Oct.97,MC2,Grevillea stenobotrya,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC2,Paractaenum refractum,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC2,Sida fibulifera,5,0,0,Alive
1997,Main Camp,47,Oct.97,MC2,Tephrosea rosea,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC2,Triodia basedowii,27.5,0,0,Alive
1997,Main Camp,47,Oct.97,MC3,Aristida contorta,3.666666667,0,1,Alive
1997,Main Camp,47,Oct.97,MC3,Goodenia cycloptera,1,0,1,Alive
1997,Main Camp,47,Oct.97,MC3,Grevillea stenobotrya,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC3,Scaveola depauperata,7.5,0,0,Alive
1997,Main Camp,47,Oct.97,MC3,Sida fibulifera,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC3,Trianthema pilosa,5,0,2,Alive
1997,Main Camp,47,Oct.97,MC3,Triodia basedowii,29.16666667,0,0,Alive
1997,Main Camp,47,Oct.97,MC4,Acacia ligulata,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC4,Aristida contorta,4.4,0,1.4,Alive
1997,Main Camp,47,Oct.97,MC4,Atalaya hemiglauca,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC4,Grevillea stenobotrya,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC4,Paractaenum refractum,1,0,1,Alive
1997,Main Camp,47,Oct.97,MC4,Salsola kali,3,0,1,Alive
1997,Main Camp,47,Oct.97,MC4,Scaveola depauperata,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC4,Sida fibulifera,5,0,0,Alive
1997,Main Camp,47,Oct.97,MC4,Tephrosea rosea,1,0,0,Alive
1997,Main Camp,47,Oct.97,MC4,Trianthema pilosa,1,0,0,Alive
1997,Main Camp,47,Oct.97,MC4,Triodia basedowii,29,0,0.2,Alive
1997,Main Camp,47,Oct.97,MC4,Triumfetta winneckeana,1,0,0,Alive
1997,Main Camp,47,Oct.97,MC5,Aristida contorta,3.666666667,0,0.666666667,Alive
1997,Main Camp,47,Oct.97,MC5,Grevillea stenobotrya,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC5,Scaveola depauperata,5,0,0,Alive
1997,Main Camp,47,Oct.97,MC5,Triodia basedowii,35.83333333,0,0.166666667,Alive
1997,Main Camp,47,Oct.97,MC6,Acacia ligulata,15,0,0,Alive
1997,Main Camp,47,Oct.97,MC6,Aristida contorta,4.25,0,1,Alive
1997,Main Camp,47,Oct.97,MC6,Grevillea stenobotrya,22.5,0,0,Alive
1997,Main Camp,47,Oct.97,MC6,Triodia basedowii,41.66666667,0,0.833333333,Alive
1997,Main Camp,47,Oct.97,MC7,Acacia bivenosa,20,0,0,Alive
1997,Main Camp,47,Oct.97,MC7,Aristida contorta,7.75,0,0.75,Alive
1997,Main Camp,47,Oct.97,MC7,Atalaya hemiglauca,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC7,Crotalaria eremaea,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC7,Eragrostis eriopoda,5,0,3,Alive
1997,Main Camp,47,Oct.97,MC7,Oldenlandia pterospora,1,0,1,Alive
1997,Main Camp,47,Oct.97,MC7,Scaveola depauperata,1,0,0,Alive
1997,Main Camp,47,Oct.97,MC7,Setaria surgens,1,0,1,Alive
1997,Main Camp,47,Oct.97,MC7,Tephrosea rosea,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC7,Trianthema pilosa,1,0,1,Alive
1997,Main Camp,47,Oct.97,MC7,Triodia basedowii,38.33333333,0,0,Alive
1997,Main Camp,47,Oct.97,MC8,Aristida contorta,4,0,0,Alive
1997,Main Camp,47,Oct.97,MC8,Calotis erinacea,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC8,Crotalaria cunninghamii,10,0,0,Alive
1997,Main Camp,47,Oct.97,MC8,Crotalaria eremaea,5,0,4,Alive
1997,Main Camp,47,Oct.97,MC8,Eriachne aristidea,1,0,0,Alive
1997,Main Camp,47,Oct.97,MC8,Euphorbia drummondii,1,0,0,Alive
1997,Main Camp,47,Oct.97,MC8,Nil,,,,
1997,Main Camp,47,Oct.97,MC8,Paractaenum refractum,1,0,1,Alive
1997,Main Camp,47,Oct.97,MC8,Scaveola depauperata,3.666666667,0,0,Alive
1997,Main Camp,47,Oct.97,MC8,Sida fibulifera,5.5,0,0,Alive
1997,Main Camp,47,Oct.97,MC8,Trianthema pilosa,5,0,0,Alive
1997,Main Camp,47,Oct.97,MC8,Triodia basedowii,35,0,0,Alive
1997,Main Camp,47,Oct.97,MC8,Yakirra australiensis,3,0,0.5,Alive
1997,Main Camp,47,Oct.97,MC9,Acacia cambagei,15,0,0,Alive
1997,Main Camp,47,Oct.97,MC9,Aristida contorta,5.4,0,0.6,Alive
1997,Main Camp,47,Oct.97,MC9,Dactyloctenium radulans,15,0,1,Alive
1997,Main Camp,47,Oct.97,MC9,Eremophila macdonnellii,5,0,4,Alive
1997,Main Camp,47,Oct.97,MC9,Eriachne aristidea,3,0,0,Alive
1997,Main Camp,47,Oct.97,MC9,Fimbristylis dichotoma,5,0,2,Alive
1997,Main Camp,47,Oct.97,MC9,Goodenia cycloptera,1,0,0,Alive
1997,Main Camp,47,Oct.97,MC9,Grevillea stenobotrya,35,0,0,Alive
1997,Main Camp,47,Oct.97,MC9,Oldenlandia pterospora,1,0,1,Alive
1997,Main Camp,47,Oct.97,MC9,Scaveola depauperata,5,0,0,Alive
1997,Main Camp,47,Oct.97,MC9,Sida fibulifera,5,0,0,Alive
1997,Main Camp,47,Oct.97,MC9,Tephrosea rosea,1,0,0,Alive
1997,Main Camp,47,Oct.97,MC9,Trianthema pilosa,1,0,0.5,Alive
1997,Main Camp,47,Oct.97,MC9,Triodia basedowii,22,0,0.2,Alive
1997,Main Camp,47,Oct.97,MC9,Yakirra australiensis,6.666666667,0,0.666666667,Alive
1997,Main Camp,48,Nov.97,MC10,Acacia ligulata,10,0,0,Alive
1997,Main Camp,48,Nov.97,MC10,Acacia melleodora,30,0,0,Alive
1997,Main Camp,48,Nov.97,MC10,Aristida contorta,7.5,0,0,Alive
1997,Main Camp,48,Nov.97,MC10,Dicrastylis costelloi,5,0,0,Alive
1997,Main Camp,48,Nov.97,MC10,Grevillea stenobotrya,15,0,0,Alive
1997,Main Camp,48,Nov.97,MC10,Sida fibulifera,5,0,0,Alive
1997,Main Camp,48,Nov.97,MC10,Stylobasium spathulatum,10,0,0,Alive
1997,Main Camp,48,Nov.97,MC10,Triodia basedowii,28.33333333,0.833333333,0,Alive
1997,Main Camp,48,Nov.97,MC11,Aristida contorta,8,0,0,Alive
1997,Main Camp,48,Nov.97,MC11,Crotalaria cunninghamii,5.5,0,0,Alive
1997,Main Camp,48,Nov.97,MC11,Crotalaria eremaea,5.5,0,0,Alive
1997,Main Camp,48,Nov.97,MC11,Euphorbia drummondii,1,0,1,Alive
1997,Main Camp,48,Nov.97,MC11,Grevillea stenobotrya,5,0,0,Alive
1997,Main Camp,48,Nov.97,MC11,Newcastelia spodiotricha,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC11,Oldenlandia pterospora,1,0,1,Alive
1997,Main Camp,48,Nov.97,MC11,Sida fibulifera,6.666666667,1,0,Alive
1997,Main Camp,48,Nov.97,MC11,Tephrosea rosea,10,0,0,Alive
1997,Main Camp,48,Nov.97,MC11,Trichodesma zeylanicum,5,2,0,Alive
1997,Main Camp,48,Nov.97,MC11,Triodia basedowii,32,0,0,Alive
1997,Main Camp,48,Nov.97,MC11,Triumfetta winneckeana,5,0,0,Alive
1997,Main Camp,48,Nov.97,MC11,Unknown 1 (wedge seed),1,0,0,Alive
1997,Main Camp,48,Nov.97,MC11,Unknown seedling,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC11,Yakirra australiensis,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC2,Aristida contorta,3,0,0,Alive
1997,Main Camp,48,Nov.97,MC2,Eragrostis eriopoda,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC2,Eriachne aristidea,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC2,Grevillea stenobotrya,8.5,0,0,Alive
1997,Main Camp,48,Nov.97,MC2,Portulaca intraterranea,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC2,Scaveola depauperata,5,0,0,Alive
1997,Main Camp,48,Nov.97,MC2,Sida fibulifera,5,0,0,Alive
1997,Main Camp,48,Nov.97,MC2,Triodia basedowii,23.33333333,0,0,Alive
1997,Main Camp,48,Nov.97,MC2,Unknown seedling,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC2,Yakirra australiensis,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC3,Aristida contorta,2.6,0,0,Alive
1997,Main Camp,48,Nov.97,MC3,Grevillea stenobotrya,10,0,0,Alive
1997,Main Camp,48,Nov.97,MC3,Portulaca intraterranea,5,0,0,Alive
1997,Main Camp,48,Nov.97,MC3,Scaveola depauperata,5,0,0,Alive
1997,Main Camp,48,Nov.97,MC3,Sida fibulifera,10,1,0,Alive
1997,Main Camp,48,Nov.97,MC3,Triodia basedowii,29.16666667,0,0,Alive
1997,Main Camp,48,Nov.97,MC3,Unknown seedling,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC4,Acacia ligulata,15,0,0,Alive
1997,Main Camp,48,Nov.97,MC4,Aristida contorta,5.25,0,0,Alive
1997,Main Camp,48,Nov.97,MC4,Atalaya hemiglauca,15,0,0,Alive
1997,Main Camp,48,Nov.97,MC4,Grevillea stenobotrya,12.5,0,0,Alive
1997,Main Camp,48,Nov.97,MC4,Scaveola depauperata,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC4,Sida fibulifera,10,1,0,Alive
1997,Main Camp,48,Nov.97,MC4,Tephrosea rosea,5,0,0,Alive
1997,Main Camp,48,Nov.97,MC4,Triodia basedowii,25.83333333,0,0,Alive
1997,Main Camp,48,Nov.97,MC4,Triumfetta winneckeana,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC4,Unknown seedling,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC5,Aristida contorta,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC5,Grevillea stenobotrya,10,0,0,Alive
1997,Main Camp,48,Nov.97,MC5,Triodia basedowii,30.83333333,0,0,Alive
1997,Main Camp,48,Nov.97,MC5,Unknown seedling,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC6,Acacia dictyophleba,5,0,0,Alive
1997,Main Camp,48,Nov.97,MC6,Acacia ligulata,20,0,0,Alive
1997,Main Camp,48,Nov.97,MC6,Aristida contorta,4,0,0,Alive
1997,Main Camp,48,Nov.97,MC6,Eragrostis eriopoda,5,0,0,Alive
1997,Main Camp,48,Nov.97,MC6,Grevillea juncifolia,5.5,0,0.5,Alive
1997,Main Camp,48,Nov.97,MC6,Grevillea stenobotrya,15,0,0,Alive
1997,Main Camp,48,Nov.97,MC6,Triodia basedowii,33.33333333,0,0,Alive
1997,Main Camp,48,Nov.97,MC7,Acacia bivenosa,15,0,0,Alive
1997,Main Camp,48,Nov.97,MC7,Aristida contorta,3,0,0,Alive
1997,Main Camp,48,Nov.97,MC7,Crotalaria eremaea,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC7,Eriachne aristidea,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC7,Tephrosea rosea,12.5,0,0,Alive
1997,Main Camp,48,Nov.97,MC7,Triodia basedowii,34.16666667,0,0,Alive
1997,Main Camp,48,Nov.97,MC7,unknown seedling,1.333333333,0,0,Alive
1997,Main Camp,48,Nov.97,MC8,Acacia ligulata,15,0,0,Alive
1997,Main Camp,48,Nov.97,MC8,Calotis erinacea,1,0,4,Alive
1997,Main Camp,48,Nov.97,MC8,Crotalaria cunninghamii,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC8,Grevillea stenobotrya,10,0,0,Alive
1997,Main Camp,48,Nov.97,MC8,Scaveola depauperata,10,0,0,Alive
1997,Main Camp,48,Nov.97,MC8,Sida fibulifera,7.5,0.5,0,Alive
1997,Main Camp,48,Nov.97,MC8,Tephrosea rosea,15,0,0,Alive
1997,Main Camp,48,Nov.97,MC8,Triodia basedowii,33,0,0,Alive
1997,Main Camp,48,Nov.97,MC8,Triumfetta winneckeana,5,0,0,Alive
1997,Main Camp,48,Nov.97,MC8,unknown seedling,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC9,Acacia cambagei,37.5,0,0,Alive
1997,Main Camp,48,Nov.97,MC9,Aristida contorta,6.666666667,0,0,Alive
1997,Main Camp,48,Nov.97,MC9,Eriachne aristidea,3,0,0,Alive
1997,Main Camp,48,Nov.97,MC9,Grevillea stenobotrya,40,0,0,Alive
1997,Main Camp,48,Nov.97,MC9,Sida fibulifera,5,0,0,Alive
1997,Main Camp,48,Nov.97,MC9,Tephrosea rosea,1,0,0,Alive
1997,Main Camp,48,Nov.97,MC9,Triodia basedowii,30,0,0,Alive
1998,Main Camp,49,Feb.98,MC0,Aristida contorta,2,0,0,Alive
1998,Main Camp,49,Feb.98,MC0,Grevillea stenobotrya,2,0,0,Alive
1998,Main Camp,49,Feb.98,MC0,Scaveola parviflora,5,0,0,Alive
1998,Main Camp,49,Feb.98,MC0,Sida fibulifera,1,0,0,Alive
1998,Main Camp,49,Feb.98,MC0,Triodia basedowii,27,0,0,Alive
1998,Main Camp,49,Feb.98,MC11,Aristida contorta,7.5,0,0,Alive
1998,Main Camp,49,Feb.98,MC11,Crotalaria cunninghamii,1,0,0,Alive
1998,Main Camp,49,Feb.98,MC11,Crotalaria eremaea,1.5,0,0,Alive
1998,Main Camp,49,Feb.98,MC11,Euphorbia drummondii,2,0,0,Alive
1998,Main Camp,49,Feb.98,MC11,Grevillea stenobotrya,5,0,0,Alive
1998,Main Camp,49,Feb.98,MC11,Sida fibulifera,3.666666667,0,0,Alive
1998,Main Camp,49,Feb.98,MC11,Tephrosea rosea,4,0,0,Alive
1998,Main Camp,49,Feb.98,MC11,Triodia basedowii,38.75,0,0,Alive
1998,Main Camp,49,Feb.98,MC11,Triodia basedowii (alive),15,0,0,Alive
1998,Main Camp,49,Feb.98,MC11,Triumfetta winneckeana,2,0,0,Alive
