Year,SiteName,TripNo,MonthYear,Date,SiteGrid,FID,Species,Family,AvgOfCover,AvgOfFL,AvgOfSeed,deadOrAlive
2001,Main Camp,71,Sep.01,2001-09-01,MC10,19,Euphorbia tannensis,Euphorbia,2,0,0,Alive
2001,Main Camp,71,Sep.01,2001-09-01,MC10,19,Goodenia cycloptera,Goodenia,5,0,0,Alive
2001,Main Camp,71,Sep.01,2001-09-01,MC10,19,Grevillea stenobotrya,Grevillea,22.8125,0.875,0,Alive
2001,Main Camp,71,Sep.01,2001-09-01,MC10,19,Lechenaultia divaricata,Lechenaultia,11.25,0,0,Alive
2001,Main Camp,71,Sep.01,2001-09-01,MC10,19,Newcastelia spodiotricha,Newcastelia,15,0,0,Alive
2001,Main Camp,71,Sep.01,2001-09-01,MC10,19,Oldenlandia pterospora,Oldenlandia,5,0,0,Alive
2001,Main Camp,71,Sep.01,2001-09-01,MC10,19,Scaveola depauperata,Scaveola,13,1.2,1,Alive
2001,Main Camp,71,Sep.01,2001-09-01,MC10,19,Senna pleurocarpa,Senna,5,1.5,0.5,Alive
2001,Main Camp,71,Sep.01,2001-09-01,MC10,19,Sida fibulifera,Sida,11.25,0,0.5,Alive
2001,Main Camp,71,Sep.01,2001-09-01,MC10,19,Triodia basedowii,Triodia,41.32352941,0,0,Alive
2001,Main Camp,72,Dec.01,2001-12-01,MC10,19,Acacia dictyophleba,Acacia,15,0,2,Alive
2001,Main Camp,72,Dec.01,2001-12-01,MC10,19,Grevillea stenobotrya,Grevillea,11.66666667,0,0,Alive
2001,Main Camp,72,Dec.01,2001-12-01,MC10,19,Scaveola depauperata,Scaveola,5,0,0,Alive
2001,Main Camp,72,Dec.01,2001-12-01,MC10,19,Triodia basedowii,Triodia,25,0,0,Alive
2002,Main Camp,75,May.02,2002-05-01,MC10,19,Acacia dictyophleba,Acacia,25,0,0,Alive
2002,Main Camp,75,May.02,2002-05-01,MC10,19,Crotalaria eremaea,Crotalaria,1,0,0,Alive
2002,Main Camp,75,May.02,2002-05-01,MC10,19,Grevillea stenobotrya,Grevillea,17.5,0,0,Alive
2002,Main Camp,75,May.02,2002-05-01,MC10,19,Lechenaultia divaricata,Lechenaultia,5,0,0,Alive
2002,Main Camp,75,May.02,2002-05-01,MC10,19,Newcastelia spodiotricha,Newcastelia,2,0,0,Alive
2002,Main Camp,75,May.02,2002-05-01,MC10,19,Scaveola depauperata,Scaveola,1,0,0,Alive
2002,Main Camp,75,May.02,2002-05-01,MC10,19,Triodia basedowii,Triodia,36.66666667,0,0,Alive
2002,Main Camp,77,Aug.02,2002-08-01,MC10,19,Acacia dictyophleba,Acacia,20,0,0,Alive
2002,Main Camp,77,Aug.02,2002-08-01,MC10,19,Acacia ligulata,Acacia,60,0,0,Alive
2002,Main Camp,77,Aug.02,2002-08-01,MC10,19,Acacia longifolia,Acacia,7.5,0.5,0,Alive
2002,Main Camp,77,Aug.02,2002-08-01,MC10,19,Crotalaria eremaea,Crotalaria,4.25,0.25,0,Alive
2002,Main Camp,77,Aug.02,2002-08-01,MC10,19,Grevillea stenobotrya,Grevillea,18.72222222,0,0,Alive
2002,Main Camp,77,Aug.02,2002-08-01,MC10,19,Lechenaultia divaricata,Lechenaultia,4.8,0,0,Alive
2002,Main Camp,77,Aug.02,2002-08-01,MC10,19,Newcastelia spodiotricha,Newcastelia,5.4,0,0.6,Alive
2002,Main Camp,77,Aug.02,2002-08-01,MC10,19,purple flowered sida,purple,4.75,0,0.75,Alive
2002,Main Camp,77,Aug.02,2002-08-01,MC10,19,Scaveola depauperata,Scaveola,7.8,0,0,Alive
2002,Main Camp,77,Aug.02,2002-08-01,MC10,19,Senna pleurocarpa,Senna,5,3,0,Alive
2002,Main Camp,77,Aug.02,2002-08-01,MC10,19,Sida fibulifera,Sida,4,0,0,Alive
2002,Main Camp,77,Aug.02,2002-08-01,MC10,19,Triodia basedowii,Triodia,44.86111111,0,0,Alive
2002,Main Camp,79,Oct.02,2002-10-01,MC10,19,Acacia dictyophleba,Acacia,25,0,0,Alive
2002,Main Camp,79,Oct.02,2002-10-01,MC10,19,Aristida contorta,Aristida,1,0,0,Alive
2002,Main Camp,79,Oct.02,2002-10-01,MC10,19,Crotalaria eremaea,Crotalaria,1,0,0,Alive
2002,Main Camp,79,Oct.02,2002-10-01,MC10,19,Eremophila longifolia,Eremophila,1,0,0,Alive
2002,Main Camp,79,Oct.02,2002-10-01,MC10,19,Grevillea stenobotrya,Grevillea,26.66666667,0,0,Alive
2002,Main Camp,79,Oct.02,2002-10-01,MC10,19,Triodia basedowii,Triodia,37.5,0,0,Alive
2003,Main Camp,82,Feb.03,2003-02-01,MC10,19,Acacia dictyophleba,Acacia,5,0,0,Alive
2003,Main Camp,82,Feb.03,2003-02-01,MC10,19,Acacia ligulata,Acacia,10,0,0,Alive
2003,Main Camp,82,Feb.03,2003-02-01,MC10,19,Grevillea stenobotrya,Grevillea,23.33333333,0,0,Alive
2003,Main Camp,82,Feb.03,2003-02-01,MC10,19,Triodia basedowii,Triodia,38.33333333,0,0,Alive
2003,Main Camp,83,May.03,2003-05-01,MC10,19,Acacia dictyophleba,Acacia,25,2,0,Alive
2003,Main Camp,83,May.03,2003-05-01,MC10,19,Aristida contorta,Aristida,1,2,0,Alive
2003,Main Camp,83,May.03,2003-05-01,MC10,19,Crotalaria eremaea,Crotalaria,5,0,0,Alive
2003,Main Camp,83,May.03,2003-05-01,MC10,19,Eremophila longifolia,Eremophila,5,0,0,Alive
2003,Main Camp,83,May.03,2003-05-01,MC10,19,Eriachne aristidea,Eriachne,1,1.5,0.5,Alive
2003,Main Camp,83,May.03,2003-05-01,MC10,19,Euphorbia drummondii,Euphorbia,1,2,0,Alive
2003,Main Camp,83,May.03,2003-05-01,MC10,19,Euphorbia tannensis,Euphorbia,1,0,0,Alive
2003,Main Camp,83,May.03,2003-05-01,MC10,19,Goodenia cycloptera,Goodenia,1,0,0,Alive
2003,Main Camp,83,May.03,2003-05-01,MC10,19,Grevillea stenobotrya,Grevillea,13.33333333,0,0,Alive
2003,Main Camp,83,May.03,2003-05-01,MC10,19,Haloragis gossei,Haloragis,1,0,0,Alive
2003,Main Camp,83,May.03,2003-05-01,MC10,19,Indigofera spp,Indigofera,1,0,0,Alive
2003,Main Camp,83,May.03,2003-05-01,MC10,19,Ptilotus polystachyus,Ptilotus,1,0,0,Alive
2003,Main Camp,83,May.03,2003-05-01,MC10,19,Scaveola depauperata,Scaveola,1,0,0,Alive
2003,Main Camp,83,May.03,2003-05-01,MC10,19,Trachymene glaucifolia,Trachymene,1.8,0.4,0,Alive
2003,Main Camp,83,May.03,2003-05-01,MC10,19,Trianthema pilosa,Trianthema,1,1.333333333,0,Alive
2003,Main Camp,83,May.03,2003-05-01,MC10,19,Trichodesma zeylanicum,Trichodesma,1,0,0,Alive
2003,Main Camp,83,May.03,2003-05-01,MC10,19,Triodia basedowii,Triodia,28.33333333,2.333333333,0,Alive
2003,Main Camp,85,Dec.03,2003-12-01,MC10,19,Acacia dictyophleba,Acacia,25,0,0,Alive
2003,Main Camp,85,Dec.03,2003-12-01,MC10,19,Grevillea stenobotrya,Grevillea,15,0,0,Alive
2003,Main Camp,85,Dec.03,2003-12-01,MC10,19,Triodia basedowii,Triodia,45.83333333,0,0,Alive
2004,Main Camp,86,Feb.04,2004-02-01,MC10,19,Acacia dictyophleba,Acacia,25,0,0,Alive
2004,Main Camp,86,Feb.04,2004-02-01,MC10,19,Crotalaria eremaea,Crotalaria,1,0,0,Alive
2004,Main Camp,86,Feb.04,2004-02-01,MC10,19,Grevillea stenobotrya,Grevillea,21.66666667,0,0,Alive
2004,Main Camp,86,Feb.04,2004-02-01,MC10,19,Triodia basedowii,Triodia,32.5,0,0,Alive
2004,Main Camp,88,Aug.04,2004-08-01,MC10,19,Acacia dictyophleba,Acacia,10,0,0,Alive
2004,Main Camp,88,Aug.04,2004-08-01,MC10,19,Calandrinia balonensis,Calandrinia,1,2.5,0,Alive
2004,Main Camp,88,Aug.04,2004-08-01,MC10,19,Euphorbia tannensis,Euphorbia,1,0,1,Alive
2004,Main Camp,88,Aug.04,2004-08-01,MC10,19,Grevillea stenobotrya,Grevillea,20,0,0,Alive
2004,Main Camp,88,Aug.04,2004-08-01,MC10,19,Ptilotus polystachyus,Ptilotus,1,2.5,0,Alive
2004,Main Camp,88,Aug.04,2004-08-01,MC10,19,Trachymene glaucifolia,Trachymene,3,3,0,Alive
2004,Main Camp,88,Aug.04,2004-08-01,MC10,19,Triodia basedowii,Triodia,42.5,0,0,Alive
2004,Main Camp,89,Nov.04,2004-11-01,MC10,19,Euphorbia tannensis,Euphorbia,5,1,1,Alive
2004,Main Camp,89,Nov.04,2004-11-01,MC10,19,Grevillea stenobotrya,Grevillea,7,1,1,Alive
2004,Main Camp,89,Nov.04,2004-11-01,MC10,19,Triodia basedowii,Triodia,22.5,1,1,Alive
2005,Main Camp,90,Feb.05,2005-02-01,MC10,19,Eragrostis eriopoda,Eragrostis,1,0,0,Alive
2005,Main Camp,90,Feb.05,2005-02-01,MC10,19,Euphorbia tannensis,Euphorbia,1,0,0,Alive
2005,Main Camp,90,Feb.05,2005-02-01,MC10,19,Grevillea stenobotrya,Grevillea,5,0,0,Alive
2005,Main Camp,90,Feb.05,2005-02-01,MC10,19,Triodia basedowii,Triodia,33.33333333,0,0,Alive
2005,Main Camp,92,May.05,2005-05-01,MC10,19,Triodia basedowii,Triodia,2.333333333,1,1,Alive
2005,Main Camp,93,Aug.05,2005-08-01,MC10,19,Calandrinia balonensis,Calandrinia,5.666666667,0.166666667,0,Alive
2005,Main Camp,93,Aug.05,2005-08-01,MC10,19,Crotalaria eremaea,Crotalaria,1,0,0,Alive
2005,Main Camp,93,Aug.05,2005-08-01,MC10,19,Euphorbia tannensis,Euphorbia,1,0,0,Alive
2005,Main Camp,93,Aug.05,2005-08-01,MC10,19,Goodenia cycloptera,Goodenia,2.6,0,0,Alive
2005,Main Camp,93,Aug.05,2005-08-01,MC10,19,Othonna gregorii,Othonna,1,5,0,Alive
2005,Main Camp,93,Aug.05,2005-08-01,MC10,19,Ptilotus polystachyus,Ptilotus,5,0,0,Alive
2005,Main Camp,93,Aug.05,2005-08-01,MC10,19,Trachymene glaucifolia,Trachymene,4.333333333,0,0,Alive
2005,Main Camp,93,Aug.05,2005-08-01,MC10,19,Trichodesma zeylanicum,Trichodesma,4.5,0,0,Alive
2005,Main Camp,93,Aug.05,2005-08-01,MC10,19,Triodia basedowii,Triodia,30,0,0,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Aristida contorta,Aristida,1,1.333333333,2,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Calandrinia balonensis,Calandrinia,5.333333333,2.333333333,3,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Crotalaria cunninghamii,Crotalaria,1,0,0,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Crotalaria eremaea,Crotalaria,1,0,0,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Euphorbia drummondii,Euphorbia,1,0,0,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Euphorbia tannensis,Euphorbia,2.333333333,2,3,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Goodenia cycloptera,Goodenia,2,1.25,0.75,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Haloragis gossei,Haloragis,5,0,5,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Helipterium molle,Helipterium,5,5,2,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Helipterum floribundum,Helipterum,1,5,0,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Lechenaultia divaricata,Lechenaultia,5,0,0,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Paractaenum refractum,Paractaenum,1,0,0,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Ptilotus polystachyus,Ptilotus,5.833333333,4.166666667,5,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Scaveola depauperata,Scaveola,1,0,0,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Sida fibulifera,Sida,1,0,0,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Trachymene glaucifolia,Trachymene,4.25,1.75,4.25,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Trianthema pilosa,Trianthema,1,1,0,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Trichodesma zeylanicum,Trichodesma,1.666666667,0,0,Alive
2005,Main Camp,94,Oct.05,2005-10-01,MC10,19,Triodia basedowii,Triodia,8.333333333,0,0,Alive
2006,Main Camp,97,Feb.06,2006-02-01,MC10,19,Acacia dictyophleba,Acacia,15,0,0,Alive
2006,Main Camp,97,Feb.06,2006-02-01,MC10,19,Crotalaria cunninghamii,Crotalaria,1,0,0,Alive
2006,Main Camp,97,Feb.06,2006-02-01,MC10,19,Dicrastylis costelloi,Dicrastylis,5,0,0,Alive
2006,Main Camp,97,Feb.06,2006-02-01,MC10,19,Eriachne aristidea,Eriachne,1,1,4,Alive
2006,Main Camp,97,Feb.06,2006-02-01,MC10,19,Euphorbia tannensis,Euphorbia,5,0,0,Alive
2006,Main Camp,97,Feb.06,2006-02-01,MC10,19,Goodenia cycloptera,Goodenia,5,1,0,Alive
2006,Main Camp,97,Feb.06,2006-02-01,MC10,19,Grevillea stenobotrya,Grevillea,4,0,0,Alive
2006,Main Camp,97,Feb.06,2006-02-01,MC10,19,Lechenaultia divaricata,Lechenaultia,5,0,0,Alive
2006,Main Camp,97,Feb.06,2006-02-01,MC10,19,Paractaenum refractum,Paractaenum,1,0,0,Alive
2006,Main Camp,97,Feb.06,2006-02-01,MC10,19,Ptilotus polystachyus,Ptilotus,4.666666667,0.666666667,0,Alive
2006,Main Camp,97,Feb.06,2006-02-01,MC10,19,Scaveola depauperata,Scaveola,5,0,0,Alive
2006,Main Camp,97,Feb.06,2006-02-01,MC10,19,Senna pleurocarpa,Senna,1,0,0,Alive
2006,Main Camp,97,Feb.06,2006-02-01,MC10,19,Trianthema pilosa,Trianthema,5,5,0,Alive
2006,Main Camp,97,Feb.06,2006-02-01,MC10,19,Triodia basedowii,Triodia,30,0,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Acacia bivenosa,Acacia,1,0,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Acacia dictyophleba,Acacia,5,0,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Acacia ligulata,Acacia,70,0,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Acacia stenophylla,Acacia,3.666666667,0,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Adriana tormentosa,Adriana,1,0,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Atriplex nummularia,Atriplex,1,0,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Crotalaria cunninghamii,Crotalaria,1,0,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Crotalaria eremaea,Crotalaria,1,0,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Dicrastylis costelloi,Dicrastylis,1,0,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Euphorbia drummondii,Euphorbia,1,2,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Euphorbia tannensis,Euphorbia,1,0,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Grevillea stenobotrya,Grevillea,7.117647059,0,0.058823529,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Grevillea striata,Grevillea,1,0,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Lechenaultia divaricata,Lechenaultia,4.4,0,0.2,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Newcastelia spodiotricha,Newcastelia,1.888888889,0,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Ptilotus polystachyus,Ptilotus,2.9,0.033333333,0.033333333,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Salsola kali,Salsola,1,0,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Scaveola depauperata,Scaveola,3.071428571,0,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Senna pleurocarpa,Senna,5,0,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Sida fibulifera,Sida,1,0,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Trichodesma zeylanicum,Trichodesma,1,3,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Triodia basedowii,Triodia,34,0,0,Alive
2006,Main Camp,100,Jun.06,2006-06-01,MC10,19,Triodia basedowii (alive),Triodia,10.14285714,0,0,Alive
2006,Main Camp,101,Aug.06,2006-08-01,MC10,19,Acacia dictyophleba,Acacia,10,0,0,Alive
2006,Main Camp,101,Aug.06,2006-08-01,MC10,19,Adriana tormentosa,Adriana,1,0,0,Alive
2006,Main Camp,101,Aug.06,2006-08-01,MC10,19,Calandrinia balonensis,Calandrinia,1,0,0,Alive
2006,Main Camp,101,Aug.06,2006-08-01,MC10,19,Eremophila macdonnellii,Eremophila,5,0,0,Alive
2006,Main Camp,101,Aug.06,2006-08-01,MC10,19,Grevillea stenobotrya,Grevillea,1,0,0,Alive
2006,Main Camp,101,Aug.06,2006-08-01,MC10,19,Lechenaultia divaricata,Lechenaultia,3,0,0,Alive
2006,Main Camp,101,Aug.06,2006-08-01,MC10,19,Ptilotus polystachyus,Ptilotus,3,0.5,2.5,Alive
2006,Main Camp,101,Aug.06,2006-08-01,MC10,19,Trianthema pilosa,Trianthema,5,2,2,Alive
2006,Main Camp,101,Aug.06,2006-08-01,MC10,19,Triodia basedowii (alive),Triodia,10.83333333,0,0,Alive
2007,Main Camp,108,Sep.07,2007-09-01,MC10,19,Aristida contorta,Aristida,1,0,1,Alive
2007,Main Camp,108,Sep.07,2007-09-01,MC10,19,Dicrastylis costelloi,Dicrastylis,5,4,4,Alive
2007,Main Camp,108,Sep.07,2007-09-01,MC10,19,Eriachne aristidea,Eriachne,1,0,1,Alive
2007,Main Camp,108,Sep.07,2007-09-01,MC10,19,Goodenia cycloptera,Goodenia,5,4,2,Alive
2007,Main Camp,108,Sep.07,2007-09-01,MC10,19,Lechenaultia divaricata,Lechenaultia,1,0,0,Alive
2007,Main Camp,108,Sep.07,2007-09-01,MC10,19,Oldenlandia pterospora,Oldenlandia,1,0,1,Alive
2007,Main Camp,108,Sep.07,2007-09-01,MC10,19,Ptilotus polystachyus,Ptilotus,30.83333333,2.333333333,2.833333333,Alive
2007,Main Camp,108,Sep.07,2007-09-01,MC10,19,Scaveola depauperata,Scaveola,1,1.75,0,Alive
2007,Main Camp,108,Sep.07,2007-09-01,MC10,19,Trianthema pilosa,Trianthema,1,0,1.333333333,Alive
2007,Main Camp,108,Sep.07,2007-09-01,MC10,19,Trichodesma zeylanicum,Trichodesma,1,1,1,Alive
2007,Main Camp,108,Sep.07,2007-09-01,MC10,19,Triodia basedowii (alive),Triodia,13.33333333,0,0.166666667,Alive
2007,Main Camp,108,Sep.07,2007-09-01,MC10,19,Yakirra australiensis,Yakirra,1,0,1.5,Alive
2009,Main Camp,119,Sep.09,2009-09-01,MC10,19,Aristida contorta,Aristida,3,0,1,Alive
2009,Main Camp,119,Sep.09,2009-09-01,MC10,19,Crotalaria eremaea,Crotalaria,1,0,0,Alive
2009,Main Camp,119,Sep.09,2009-09-01,MC10,19,Eremophila macdonnellii,Eremophila,5,1,0,Alive
2009,Main Camp,119,Sep.09,2009-09-01,MC10,19,Eriachne aristidea,Eriachne,1,0,0.5,Alive
2009,Main Camp,119,Sep.09,2009-09-01,MC10,19,Scaveola depauperata,Scaveola,3.6,0.2,0,Alive
2009,Main Camp,119,Sep.09,2009-09-01,MC10,19,Senna pleurocarpa,Senna,5,1,1,Alive
2009,Main Camp,119,Sep.09,2009-09-01,MC10,19,Triodia basedowii (alive),Triodia,15.83333333,0,0,Alive
2009,Main Camp,119,Sep.09,2009-09-01,MC10,19,Yakirra australiensis,Yakirra,1,0,1,Alive
2010,Main Camp,121,Apr.10,2010-04-01,MC10,19,Acacia dictyophleba,Acacia,1,0,0,Alive
2010,Main Camp,121,Apr.10,2010-04-01,MC10,19,Aristida contorta,Aristida,1,0,0,Alive
2010,Main Camp,121,Apr.10,2010-04-01,MC10,19,Crotalaria eremaea,Crotalaria,1,0,0,Alive
2010,Main Camp,121,Apr.10,2010-04-01,MC10,19,Dicrastylis costelloi,Dicrastylis,10,0,0,Alive
2010,Main Camp,121,Apr.10,2010-04-01,MC10,19,Eriachne aristidea,Eriachne,1,1,0.5,Alive
2010,Main Camp,121,Apr.10,2010-04-01,MC10,19,Euphorbia drummondii,Euphorbia,1,0,0,Alive
2010,Main Camp,121,Apr.10,2010-04-01,MC10,19,Goodenia cycloptera,Goodenia,1,0,0,Alive
2010,Main Camp,121,Apr.10,2010-04-01,MC10,19,Lechenaultia divaricata,Lechenaultia,10,3,0,Alive
2010,Main Camp,121,Apr.10,2010-04-01,MC10,19,Ptilotus polystachyus,Ptilotus,1,0,0,Alive
2010,Main Camp,121,Apr.10,2010-04-01,MC10,19,Scaveola depauperata,Scaveola,3,0,0,Alive
2010,Main Camp,121,Apr.10,2010-04-01,MC10,19,Trachymene glaucifolia,Trachymene,1,0,0,Alive
2010,Main Camp,121,Apr.10,2010-04-01,MC10,19,Trianthema pilosa,Trianthema,1,1.333333333,0,Alive
2010,Main Camp,121,Apr.10,2010-04-01,MC10,19,Triodia basedowii (alive),Triodia,25.83333333,5,5,Alive
2010,Main Camp,122,Jun.10,2010-06-01,MC10,19,Acacia dictyophleba,Acacia,5,0,0,Alive
2010,Main Camp,122,Jun.10,2010-06-01,MC10,19,Aristida contorta,Aristida,1,1,1,Alive
2010,Main Camp,122,Jun.10,2010-06-01,MC10,19,Crotalaria eremaea,Crotalaria,5,0,0,Alive
2010,Main Camp,122,Jun.10,2010-06-01,MC10,19,Dicrastylis costelloi,Dicrastylis,10,0,0,Alive
2010,Main Camp,122,Jun.10,2010-06-01,MC10,19,Eriachne aristidea,Eriachne,1,0,3,Alive
2010,Main Camp,122,Jun.10,2010-06-01,MC10,19,Euphorbia drummondii,Euphorbia,5,5,1,Alive
2010,Main Camp,122,Jun.10,2010-06-01,MC10,19,Goodenia cycloptera,Goodenia,3,0,0,Alive
2010,Main Camp,122,Jun.10,2010-06-01,MC10,19,Lechenaultia divaricata,Lechenaultia,5,0,0,Alive
2010,Main Camp,122,Jun.10,2010-06-01,MC10,19,Newcastelia spodiotricha,Newcastelia,3,0,0,Alive
2010,Main Camp,122,Jun.10,2010-06-01,MC10,19,Ptilotus polystachyus,Ptilotus,5,4,1,Alive
2010,Main Camp,122,Jun.10,2010-06-01,MC10,19,Scaveola depauperata,Scaveola,5,1.5,0,Alive
2010,Main Camp,122,Jun.10,2010-06-01,MC10,19,Trachymene glaucifolia,Trachymene,2.6,0,0,Alive
2010,Main Camp,122,Jun.10,2010-06-01,MC10,19,Trianthema pilosa,Trianthema,3,2,0,Alive
2010,Main Camp,122,Jun.10,2010-06-01,MC10,19,Trichodesma zeylanicum,Trichodesma,1,0,0,Alive
2010,Main Camp,122,Jun.10,2010-06-01,MC10,19,Triodia basedowii (alive),Triodia,17.5,0,0,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Acacia dictyophleba,Acacia,1,0,0,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Aristida contorta,Aristida,1,0,2,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Calandrinia balonensis,Calandrinia,1,4,0.2,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Calocephalus platycephalus,Calocephalus,1,4,0,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Crotalaria eremaea,Crotalaria,3,0.5,0,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Dicrastylis costelloi,Dicrastylis,10,5,0,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Eriachne aristidea,Eriachne,1,0,4,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Euphorbia drummondii,Euphorbia,5,5,0,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Euphorbia tannensis,Euphorbia,1,2,0,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Goodenia cycloptera,Goodenia,1,1.5,1,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Grevillea stenobotrya,Grevillea,1,0,0,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Haloragis gossei,Haloragis,1,2,4,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Lechenaultia divaricata,Lechenaultia,15,2,0,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Mukia maderaspatanum,Mukia,1,4,0,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Newcastelia spodiotricha,Newcastelia,5,5,0,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Ptilotus polystachyus,Ptilotus,5.4,3.6,2,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Salsola kali,Salsola,1,0,0,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Scaveola depauperata,Scaveola,7.2,1.2,0.8,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Trachymene glaucifolia,Trachymene,3.666666667,3,3,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Trianthema pilosa,Trianthema,1,3,0,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Trichodesma zeylanicum,Trichodesma,1,2.4,0.2,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Triodia basedowii (alive),Triodia,22.5,0,2.333333333,Alive
2010,Main Camp,123,Nov.10,2010-11-01,MC10,19,Yakirra australiensis,Yakirra,1,0,0,Alive
2011,Main Camp,124,Jun.11,2011-06-01,MC10,19,Acacia dictyophleba,Acacia,3,0,0,Alive
2011,Main Camp,124,Jun.11,2011-06-01,MC10,19,Aristida contorta,Aristida,1,0,0.5,Alive
2011,Main Camp,124,Jun.11,2011-06-01,MC10,19,Calotis erinacea,Calotis,10,0,0,Alive
2011,Main Camp,124,Jun.11,2011-06-01,MC10,19,Crotalaria eremaea,Crotalaria,5,0,0,Alive
2011,Main Camp,124,Jun.11,2011-06-01,MC10,19,Eragrostis dielsii,Eragrostis,1,0,0,Alive
2011,Main Camp,124,Jun.11,2011-06-01,MC10,19,Eriachne aristidea,Eriachne,6.666666667,0.333333333,2,Alive
2011,Main Camp,124,Jun.11,2011-06-01,MC10,19,Euphorbia drummondii,Euphorbia,1,0,0,Alive
2011,Main Camp,124,Jun.11,2011-06-01,MC10,19,Euphorbia tannensis,Euphorbia,1,0,0,Alive
2011,Main Camp,124,Jun.11,2011-06-01,MC10,19,Goodenia cycloptera,Goodenia,1,0.5,0,Alive
2011,Main Camp,124,Jun.11,2011-06-01,MC10,19,Grevillea stenobotrya,Grevillea,1,0,0,Alive
2011,Main Camp,124,Jun.11,2011-06-01,MC10,19,Lechenaultia divaricata,Lechenaultia,25,0,1,Alive
2011,Main Camp,124,Jun.11,2011-06-01,MC10,19,Mukia maderaspatanum,Mukia,1,0,0,Alive
